Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Train/Epoch,Train/Entropy,Train/KL,Train/StopIter,Train/PolicyRatio,Train/PolicyRatio/Min,Train/PolicyRatio/Max,Train/PolicyRatio/Std,Train/LR,Train/GradientStep,Train/PolicyStd,TotalEnvSteps,Loss/Loss_pi,Loss/Loss_pi/Delta,Value/Adv,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,Value/reward,Loss/Loss_cost_critic,Loss/Loss_cost_critic/Delta,Value/cost,Time/Total,Time/Rollout,Time/Update,Time/Epoch,Time/FPS,Metrics/LagrangeMultiplier,Loss/Loss_pi_c,Loss/Loss_pi_c/Delta,Train/SecondStepStopIter,Train/SecondStepEntropy,Train/SecondStepPolicyRatio,Train/SecondStepPolicyRatio/Min,Train/SecondStepPolicyRatio/Max,Train/SecondStepPolicyRatio/Std
122.97701263427734,0.0,25.579999923706055,0.0,1.4198371171951294,0.02539890818297863,1.0,1.0009715557098389,1.0009715557098389,1.0009715557098389,0.02709903009235859,0.00029940000968053937,nan,1.0009024143218994,20000.0,0.012748884968459606,0.012748884968459606,0.2870140075683594,1881.245361328125,1881.245361328125,-0.10188926756381989,0.02276664413511753,0.02276664413511753,-0.09682150930166245,68.98323822021484,26.49826431274414,42.48444366455078,68.98284912109375,289.9272155761719,0.0,4.27235099778045e-05,4.27235099778045e-05,40.0,1.4201608896255493,0.990890383720398,0.990890383720398,0.990890383720398,0.028084145858883858
137.02090454101562,0.0,28.540000915527344,1.0,1.422769546508789,0.046115290373563766,1.0,1.0004569292068481,1.0004569292068481,1.0004569292068481,0.0608162060379982,0.00029880000511184335,nan,1.0038830041885376,40000.0,0.06675142794847488,0.05400254298001528,-0.23959164321422577,1666.840087890625,-214.4052734375,5.019477844238281,0.004308863542973995,-0.018457780592143536,-0.03268621861934662,164.9832305908203,32.614044189453125,63.35538101196289,95.96955871582031,208.39942932128906,0.0,1.5118076589715201e-05,-2.7605433388089295e-05,40.0,1.4211804866790771,0.9865003228187561,0.9865003228187561,0.9865003228187561,0.03820079192519188
147.18922424316406,0.0,30.479999542236328,2.0,1.4204914569854736,0.044237133115530014,1.0,0.9966844320297241,0.9966844320297241,0.9966844320297241,0.04535926878452301,0.0002982000005431473,nan,1.00160551071167,60000.0,0.04521072655916214,-0.021540701389312744,-0.16193857789039612,1791.2935791015625,124.4534912109375,14.216829299926758,0.004490361083298922,0.00018149754032492638,-0.011216297745704651,273.4189453125,42.68121337890625,65.723388671875,108.40475463867188,184.4937744140625,0.0,1.370214613416465e-05,-1.4159304555505514e-06,40.0,1.4185250997543335,0.9898397922515869,0.9898397922515869,0.9898397922515869,0.03751538321375847
176.12826538085938,0.0,36.540000915527344,3.0,1.4193191528320312,0.030809244140982628,1.0,0.9996957778930664,0.9996957778930664,0.9996957778930664,0.04687965661287308,0.0002975999959744513,nan,1.0004405975341797,80000.0,0.045667294412851334,0.0004565678536891937,-0.22946129739284515,2012.2647705078125,220.97119140625,20.82103729248047,0.005992161110043526,0.0015018000267446041,0.0033984000328928232,385.0942077636719,43.31698226928711,68.29340362548828,111.61052703857422,179.194580078125,0.0,1.4874626685923431e-05,1.172480551758781e-06,40.0,1.4182062149047852,0.9946144223213196,0.9946144223213196,0.9946144223213196,0.03116919845342636
190.22216796875,0.0,38.959999084472656,4.0,1.416160225868225,0.031180355697870255,1.0,0.9956837892532349,0.9956837892532349,0.9956837892532349,0.041894592344760895,0.0002969999914057553,nan,0.9973264336585999,100000.0,0.03604067489504814,-0.009626619517803192,-0.05172668397426605,1950.8961181640625,-61.36865234375,26.92032241821289,0.012136552482843399,0.006144391372799873,0.00917766522616148,493.2588195800781,43.09818649291992,65.00077819824219,108.09908294677734,185.0154571533203,0.0,1.0278966328769457e-05,-4.5956603571539745e-06,40.0,1.4152629375457764,0.9879744052886963,0.9879744052886963,0.9879744052886963,0.03110702894628048
217.533203125,0.03999999910593033,45.060001373291016,5.0,1.4143803119659424,0.029508838430047035,1.0,0.9996980428695679,0.9996980428695679,0.9996980428695679,0.03848293051123619,0.00029639998683705926,nan,0.9955705404281616,120000.0,0.03174363821744919,-0.004297036677598953,0.18881505727767944,2005.706298828125,54.8101806640625,32.2913818359375,0.0024217863101512194,-0.00971476617269218,0.013452409766614437,600.574951171875,41.923133850097656,65.35553741455078,107.27879333496094,186.43014526367188,0.0,1.0169186680286657e-05,-1.0977964848279953e-07,40.0,1.4135260581970215,0.992673933506012,0.992673933506012,0.992673933506012,0.030381930992007256
236.58335876464844,0.05999999865889549,48.2599983215332,6.0,1.4126642942428589,0.023396125063300133,1.0,1.0012712478637695,1.0012712478637695,1.0012712478637695,0.03583116829395294,0.0002958000113721937,nan,0.9939345121383667,140000.0,0.027358444407582283,-0.004385193809866905,-0.09503035247325897,2164.918212890625,159.2119140625,37.73673629760742,0.004178749397397041,0.001756963087245822,0.013277178630232811,709.0177612304688,42.39720153808594,66.01289367675781,108.41022491455078,184.4844512939453,0.0,1.2168549801572226e-05,1.999363121285569e-06,40.0,1.4112586975097656,0.9906900525093079,0.9906900525093079,0.9906900525093079,0.026819318532943726
250.86709594726562,0.03999999910593033,51.41999816894531,7.0,1.41079580783844,0.023102935403585434,1.0,0.9955070614814758,0.9955070614814758,0.9955070614814758,0.03648458421230316,0.00029520000680349767,nan,0.992097795009613,160000.0,0.02802225761115551,0.0006638132035732269,0.03871474042534828,2008.80615234375,-156.112060546875,42.934104919433594,0.029506376013159752,0.02532762661576271,0.02201627753674984,815.8573608398438,41.99663543701172,64.77611541748047,106.77287292480469,187.31350708007812,0.0,8.993212759378366e-06,-3.17533704219386e-06,40.0,1.409489631652832,0.9901984930038452,0.9901984930038452,0.9901984930038452,0.027025826275348663
265.5355224609375,0.25999999046325684,53.86000061035156,8.0,1.4104255437850952,0.023335997015237808,1.0,0.9989078044891357,0.9989078044891357,0.9989078044891357,0.0345013290643692,0.00029460000223480165,nan,0.9918060898780823,180000.0,0.026839150115847588,-0.0011831074953079224,-0.29395943880081177,2076.67431640625,67.8681640625,48.72270584106445,0.07087123394012451,0.04136485792696476,0.03199184685945511,923.2576904296875,41.929161071777344,65.43614959716797,107.3654556274414,186.2796630859375,0.0,1.1959563380514737e-05,2.966350621136371e-06,40.0,1.408385992050171,0.9939260482788086,0.9939260482788086,0.9939260482788086,0.0272509902715683
303.8144226074219,0.0,62.119998931884766,9.0,1.4070461988449097,0.02302571013569832,1.0,0.9979430437088013,0.9979430437088013,0.9979430437088013,0.031560443341732025,0.00029399999766610563,nan,0.9884576201438904,200000.0,0.023990217596292496,-0.002848932519555092,-0.08997035026550293,2118.095703125,41.42138671875,53.42948913574219,0.025560546666383743,-0.04531068727374077,0.06592623889446259,1045.8216552734375,44.4159049987793,78.10214233398438,122.5181884765625,163.2410888671875,0.0,8.167958185367752e-06,-3.7916051951469854e-06,40.0,1.4068491458892822,0.9944446086883545,0.9944446086883545,0.9944446086883545,0.02652510441839695
306.6661682128906,0.14000000059604645,62.31999969482422,10.0,1.406798243522644,0.02242995612323284,1.0,0.9986335635185242,0.9986335635185242,0.9986335635185242,0.032927174121141434,0.0002933999930974096,nan,0.988298237323761,220000.0,0.02325570397078991,-0.0007345136255025864,-0.1134888306260109,2069.920166015625,-48.175537109375,58.41653060913086,0.03132916986942291,0.005768623203039169,0.06401616334915161,1157.791259765625,43.76914596557617,68.12543487548828,111.89472198486328,178.7394561767578,0.0,1.0116649718838744e-05,1.948691533470992e-06,40.0,1.4082012176513672,0.9938514232635498,0.9938514232635498,0.9938514232635498,0.026508789509534836
300.8338928222656,0.019999999552965164,62.2599983215332,11.0,1.4080374240875244,0.02151571214199066,1.0,1.001189112663269,1.001189112663269,1.001189112663269,0.033216893672943115,0.0002927999885287136,nan,0.9895501136779785,240000.0,0.02467893250286579,0.001423228532075882,-0.17509415745735168,2019.392578125,-50.527587890625,63.42774963378906,0.02540639601647854,-0.005922773852944374,0.052412666380405426,1268.6951904296875,43.33211898803711,67.53885650634766,110.87113952636719,180.38961791992188,0.0,1.1788796655309852e-05,1.6721469364711083e-06,40.0,1.4051555395126343,0.9948078989982605,0.9948078989982605,0.9948078989982605,0.02575582079589367
330.8711853027344,0.10000000149011612,68.31999969482422,12.0,1.4046069383621216,0.019724203273653984,1.0,1.001328945159912,1.001328945159912,1.001328945159912,0.030486315488815308,0.000292200013063848,nan,0.9861368536949158,260000.0,0.023391636088490486,-0.0012872964143753052,-0.11597271263599396,1905.3697509765625,-114.0228271484375,67.85126495361328,0.05427226424217224,0.028865868225693703,0.044597625732421875,1378.4130859375,44.18859100341797,65.44436645507812,109.6330795288086,182.42669677734375,0.0,9.478279935137834e-06,-2.310516720172018e-06,40.0,1.4048118591308594,0.9966407418251038,0.9966407418251038,0.9966407418251038,0.025156842544674873
353.8013000488281,0.05999999865889549,72.76000213623047,13.0,1.403709053993225,0.01920592412352562,1.0,0.9984512329101562,0.9984512329101562,0.9984512329101562,0.02934957854449749,0.000291600008495152,nan,0.9852858185768127,280000.0,0.021683646366000175,-0.0017079897224903107,-0.12311480939388275,1937.2354736328125,31.86572265625,72.74211120605469,0.14452724158763885,0.09025497734546661,0.056304071098566055,1486.1998291015625,42.10521697998047,65.61750030517578,107.72283935546875,185.6616668701172,0.0,1.005216017802013e-05,5.738802428822964e-07,40.0,1.401474952697754,0.9942934513092041,0.9942934513092041,0.9942934513092041,0.024393513798713684
326.5375671386719,0.05999999865889549,67.76000213623047,14.0,1.399714708328247,0.01849449798464775,1.0,0.9995996356010437,0.9995996356010437,0.9995996356010437,0.030143413692712784,0.000291000003926456,nan,0.9813755750656128,300000.0,0.017917955294251442,-0.0037656910717487335,0.2533806264400482,1692.97607421875,-244.2593994140625,76.86066436767578,0.04813321679830551,-0.09639402478933334,0.09258714318275452,1604.79248046875,42.71721649169922,75.8126220703125,118.52999114990234,168.7336883544922,0.0,9.54403276409721e-06,-5.081274139229208e-07,40.0,1.3989918231964111,0.9936679601669312,0.9936679601669312,0.9936679601669312,0.024226056411862373
335.6643371582031,0.03999999910593033,68.76000213623047,15.0,1.3988620042800903,0.01876217871904373,1.0,0.9986007809638977,0.9986007809638977,0.9986007809638977,0.030012886971235275,0.00029039999935775995,nan,0.9806340932846069,320000.0,0.018081016838550568,0.00016306154429912567,-0.10543863475322723,1783.2841796875,90.30810546875,81.38367462158203,0.02922130934894085,-0.018911907449364662,0.09592881798744202,1748.875,56.5955696105957,87.39200592041016,143.98773193359375,138.90074157714844,0.0,9.7070560514112e-06,1.630232873139903e-07,40.0,1.3969709873199463,0.9918848872184753,0.9918848872184753,0.9918848872184753,0.024549750611186028
344.9871520996094,0.0,71.4800033569336,16.0,1.394486427307129,0.01768355257809162,1.0,0.9996515512466431,0.9996515512466431,0.9996515512466431,0.02839735336601734,0.00028979999478906393,nan,0.9764525294303894,340000.0,0.019871175289154053,0.001790158450603485,-0.19508473575115204,1623.0650634765625,-160.2191162109375,84.87747955322266,0.07333381474018097,0.04411250539124012,0.0713665559887886,1938.0618896484375,72.39421844482422,116.6982650756836,189.0926055908203,105.7682876586914,0.0,8.925170732254628e-06,-7.818853191565722e-07,40.0,1.3950464725494385,0.994968831539154,0.994968831539154,0.994968831539154,0.023815708234906197
