Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Train/Epoch,Train/Entropy,Train/KL,Train/StopIter,Train/PolicyRatio,Train/PolicyRatio/Min,Train/PolicyRatio/Max,Train/PolicyRatio/Std,Train/LR,Train/GradientStep,Train/PolicyStd,TotalEnvSteps,Loss/Loss_pi,Loss/Loss_pi/Delta,Value/Adv,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,Value/reward,Loss/Loss_cost_critic,Loss/Loss_cost_critic/Delta,Value/cost,Time/Total,Time/Rollout,Time/Update,Time/Epoch,Time/FPS,Metrics/LagrangeMultiplier,Loss/Loss_pi_c,Loss/Loss_pi_c/Delta,Train/SecondStepStopIter,Train/SecondStepEntropy,Train/SecondStepPolicyRatio,Train/SecondStepPolicyRatio/Min,Train/SecondStepPolicyRatio/Max,Train/SecondStepPolicyRatio/Std
-670.7494506835938,0.05000000074505806,1000.0,0.0,1.407226800918579,0.010360176675021648,2.0,0.9992289543151855,0.9992289543151855,0.9992289543151855,0.01494947075843811,0.00029940000968053937,nan,0.9883847832679749,20000.0,-0.0019678976386785507,-0.0019678976386785507,-0.03522014990448952,67.77339935302734,67.77339935302734,-0.024931294843554497,0.02714577317237854,0.02714577317237854,0.024872705340385437,57.20637893676758,18.250322341918945,38.95543670654297,57.205894470214844,349.6143798828125,0.0,1.6179860722331796e-06,1.6179860722331796e-06,40.0,1.3990689516067505,0.9988080263137817,0.9988080263137817,0.9988080263137817,0.017297450453042984
-659.00537109375,0.02500000037252903,1000.0,1.0,1.3827753067016602,0.011052855290472507,1.0,0.9992058873176575,0.9992058873176575,0.9992058873176575,0.021753618493676186,0.00029880000511184335,nan,0.9645167589187622,40000.0,0.006200598087161779,0.00816849572584033,0.021529708057641983,49.32804489135742,-18.445354461669922,-10.944122314453125,0.0075964247807860374,-0.019549348391592503,0.014745951630175114,111.92367553710938,17.601730346679688,37.08687210083008,54.688724517822266,365.7061462402344,0.0,3.514531954351696e-06,1.8965458821185166e-06,40.0,1.3757785558700562,0.9976632595062256,0.9976632595062256,0.9976632595062256,0.017812836915254593
-641.4331665039062,0.0,1000.0,2.0,1.3619886636734009,0.011272059753537178,1.0,1.0006791353225708,1.0006791353225708,1.0006791353225708,0.022260675206780434,0.0002982000005431473,nan,0.9446690678596497,60000.0,0.00505969999358058,-0.0011408980935811996,-0.022774193435907364,40.15327072143555,-9.174774169921875,-18.95586395263672,0.0032089739106595516,-0.004387450870126486,0.0063302344642579556,167.89990234375,18.3521728515625,37.595333099365234,55.947628021240234,357.47723388671875,0.0,3.0061607958487002e-06,-5.08371158502996e-07,40.0,1.3545825481414795,1.0003690719604492,1.0003690719604492,1.0003690719604492,0.017866218462586403
-604.2518920898438,0.0,1000.0,3.0,1.3380740880966187,0.011638011783361435,1.0,1.0015181303024292,1.0015181303024292,1.0015181303024292,0.021012749522924423,0.0002975999959744513,nan,0.9223781228065491,80000.0,0.004645258653908968,-0.0004144413396716118,-0.2678249478340149,27.63257598876953,-12.520694732666016,-25.60114860534668,0.0013385358033701777,-0.0018704381072893739,0.00867611076682806,223.40528869628906,18.6650447845459,36.80958938598633,55.4748420715332,360.5238342285156,0.0,3.1438075893674977e-06,1.376467935187975e-07,40.0,1.3317502737045288,1.0001540184020996,1.0001540184020996,1.0001540184020996,0.018362032249569893
-565.498046875,0.0,1000.0,4.0,1.3150920867919922,0.011472944170236588,1.0,0.9993799924850464,0.9993799924850464,0.9993799924850464,0.020634301006793976,0.0002969999914057553,nan,0.9014118313789368,100000.0,0.0037025134079158306,-0.0009427452459931374,-0.13884428143501282,22.554973602294922,-5.077602386474609,-30.178253173828125,0.0005836970522068441,-0.0007548387511633337,0.006240605376660824,278.82757568359375,18.53982162475586,36.85234832763672,55.39228820800781,361.0611572265625,0.0,2.259352640976431e-06,-8.844549483910669e-07,40.0,1.3091771602630615,0.9975442290306091,0.9975442290306091,0.9975442290306091,0.018367784097790718
-524.4617919921875,0.0,1000.0,5.0,1.2894318103790283,0.011806701309978962,1.0,0.999485969543457,0.999485969543457,0.999485969543457,0.020607957616448402,0.00029639998683705926,nan,0.8785982728004456,120000.0,0.0031709675677120686,-0.0005315458402037621,-0.29159072041511536,17.66678810119629,-4.888185501098633,-33.91448211669922,0.00027849103207699955,-0.00030520602012984455,0.0050355056300759315,333.8176574707031,18.4476261138916,36.51087188720703,54.958621978759766,363.91021728515625,0.0,3.5606228721007938e-06,1.301270231124363e-06,40.0,1.284099817276001,0.999740481376648,0.999740481376648,0.999740481376648,0.018616991117596626
-490.1991271972656,0.0,1000.0,6.0,1.265114426612854,0.011512765660881996,1.0,1.0017178058624268,1.0017178058624268,1.0017178058624268,0.019300416111946106,0.0002958000113721937,nan,0.857517421245575,140000.0,0.0022902830969542265,-0.0008806844707578421,0.0012229569256305695,20.13459014892578,2.467802047729492,-35.864566802978516,0.00014459624071605504,-0.0001338947913609445,0.0035220012068748474,391.1108093261719,17.851497650146484,39.408241271972656,57.260093688964844,349.283447265625,0.0,1.9411252196732676e-06,-1.6194976524275262e-06,40.0,1.2617322206497192,1.0015381574630737,1.0015381574630737,1.0015381574630737,0.018200377002358437
-456.5885009765625,0.0,1000.0,7.0,1.2453018426895142,0.010670612566173077,1.0,1.000527024269104,1.000527024269104,1.000527024269104,0.020030738785862923,0.00029520000680349767,nan,0.8406769633293152,160000.0,0.0034806577023118734,0.001190374605357647,0.11089462786912918,17.073572158813477,-3.0610179901123047,-37.87104797363281,7.986631680978462e-05,-6.472992390627041e-05,0.002821852220222354,467.7131652832031,22.188274383544922,54.378170013427734,76.56661224365234,261.21051025390625,0.0,1.942197513926658e-06,1.0722942533902824e-09,40.0,1.2401562929153442,1.000819206237793,1.000819206237793,1.000819206237793,0.017788724973797798
-424.59942626953125,0.0,1000.0,8.0,1.219322681427002,0.010159616358578205,1.0,0.9979321360588074,0.9979321360588074,0.9979321360588074,0.019360406324267387,0.00029460000223480165,nan,0.8191436529159546,180000.0,0.0014748785179108381,-0.0020057791844010353,0.019664794206619263,12.558189392089844,-4.515382766723633,-39.2862548828125,4.5072603825246915e-05,-3.4793712984537706e-05,0.0022384340409189463,558.1251220703125,29.30168914794922,61.0745964050293,90.37641906738281,221.29669189453125,0.0,2.61646778199065e-06,6.742702680639923e-07,40.0,1.2160042524337769,0.9994949698448181,0.9994949698448181,0.9994949698448181,0.017178120091557503
-398.90875244140625,0.0,1000.0,9.0,1.2008150815963745,0.0105132469907403,1.0,0.9988788366317749,0.9988788366317749,0.9988788366317749,0.018994953483343124,0.00029399999766610563,nan,0.8041658401489258,200000.0,0.0017731774132698774,0.0002982988953590393,0.01842254400253296,12.107770919799805,-0.45041847229003906,-38.96022033691406,2.498924732208252e-05,-2.0083356503164396e-05,0.0017990017076954246,645.5055541992188,28.187149047851562,59.11802673339844,87.30530548095703,229.0811767578125,0.0,2.251735395475407e-06,-3.64732386515243e-07,40.0,1.1952300071716309,0.9994515180587769,0.9994515180587769,0.9994515180587769,0.01750776544213295
